id	res	restype	lang	sex	prov	livingenv	partisanship	caruse	partyvote	agedec	resclean
3964	If we are putting tax on it we should be using that extra income to subsidize diversification of the energy sector.  Just need to be more clear as to where the money is being used/put towards.	oppose	EN	Female	AB	urban	left	driver	progressive	19-29	put tax use extra incom subsid diversif energi sector need clear money use toward put
3965	The premise is to reduce the use of fossil fuels by making them more expensive. These ideas are promoted by the elite for the poor to adopt. This will lead to social unrest. So far the measures taken	oppose	EN	Male	AB	smalltown	right	none	conservative	50-59	premis reduc use fossil fuel make anoth idea promot elit poor adopt lead social unrest far measur taken
3966	Overall we should get rid of fossil fuels and input clean energy like wind and solar	support	EN	Male	ON	urban	none	none	progressive	30-39	overal get rid fossil fuel input clean energi like wind solar
3967	Aucune phrase je suis pas daccord	support	FR	Male	QC	suburban	left	driver	progressive	19-29	sentenc dacord
3968	To manage spending and input of toxins in the environment	support	EN	Female	ON	urban	right	none	conservative	19-29	manag spend input toxin environ
3969	Cela n’empêchera pas de chauffer la maison avec du gaz naturel et si les gens remplacent leurs systèmes à gaz pour des systèmes électriques cela cause beaucoup de déchets. Selon moi, le gaz naturel n’	oppose	FR	Male	QC	suburban	right	none	conservative	30-39	prevent hous natur ga peopl replac ga system electr system caus lot wast opinion natur ga
3970	Canada contributes very little on a global scale and Canadian technology is getting better each year!	oppose	EN	Male	AB	urban	none	commuter	conservative	40-49	canada contribut littl global scale canadian technolog get better year
3971	C'est déjà un pas dans la lutte au réchauffement de la planète	support	FR	Female	QC	suburban	right	none	no vote	40-49	alreadi step global warm planet
3972	je sais pas trop, sauf que c'est encore nous qui devrons payé	notsure	FR	Female	QC	urban	notsure	none	conservative	50-59	realli know except still pay
3974	It’s a money grab for the federal government.	oppose	EN	Female	SK	smalltown	right	driver	conservative	50-59	money grab feder govern
3975	je suis plutôt en accord, je me suis trompé de case.	notsure	FR	Female	QC	ruralremote	right	driver	conservative	60+	rather agre wrong
3977	I think putting a price on carbon emissions is a small way of reminding people how much they are contributing (negatively) to global warming.	support	EN	Female	AB	urban	left	driver	progressive	30-39	think put price carbon emiss small way remind peopl much contribut neg global warm
3978	People are still going to use it, so putting a tax on it won’t make a difference	oppose	EN	Female	BC	smalltown	right	driver	conservative	30-39	peopl still go use put tax mak differ
3979	if it can help in new innovations to combat pollution, I like that	support	EN	Male	ON	urban	none	none	conservative	60+	help new innov combat pollut like
3981	it doesn't do any good.	oppose	EN	Female	QC	suburban	right	none	conservative	60+	good
3982	Haven't done enough research	notsure	EN	Male	BC	suburban	none	driver	progressive	19-29	done enough research
3983	Moins de combustible utiliset	support	FR	Male	QC	suburban	right	none	progressive	19-29	less fuel use
3984	I feel that with the amount of tax that is currently placed on a litre of fossil fuel it should be enough, or where are these taxes actually going.	notsure	EN	Male	BC	smalltown	none	none	no vote	60+	feel amount tax current place litr fossil fuel enough tax actual go
3985	Peu	oppose	FR	Female	QC	urban	none	none	conservative	19-29	littl
3986	AS IT IS THE MAIN CAUSE OF GLOBAL WARMING	support	EN	Male	BC	suburban	right	none	progressive	30-39	main caus global warm
3987	I don’t know	support	EN	Female	BC	urban	none	none	conservative	30-39	know
3988	I don’t know how that would affect my gamily	notsure	EN	Female	BC	suburban	notsure	driver	progressive	30-39	know would affect famili
3989	Tout devrait être taxable.	support	FR	Male	QC	suburban	notsure	driver	progressive	19-29	everyth taxabl
3990	We are past the point of no return and the population of Canada is too small to affect climate change.	oppose	EN	Male	QC	urban	right	commuter	conservative	40-49	past point return popul canada small affect climat chang
3992	Don't know	notsure	EN	Male	AB	suburban	none	driver	no vote	50-59	know
3994	the more you have to pay for, the deeper consideration will be taken before consumption	support	EN	Female	BC	urban	none	commuter	progressive	30-39	pay deeper consider taken consumpt
3995	aucune raison	notsure	FR	Female	QC	urban	none	driver	no vote	19-29	reason
3996	Je suis d’accord	support	FR	Female	QC	urban	none	none	no vote	30-39	agre
3997	not sure do not know enough to comment	support	EN	Female	SK	smalltown	left	none	no vote	60+	sure know enough comment
3998	On améliore tout ce qui peut pour avoir un meilleur environnement même si je dois payer de mes poches.    Nous n’avons pas le choix selon certains spécialistes nous sommes à moins une.	support	FR	Female	QC	urban	right	driver	progressive	50-59	improv everyth better environ even pay pocket choic accord specialist less one
3999	Je ne connais pas assez	oppose	FR	Female	QC	suburban	notsure	none	progressive	30-39	know enough
4000	i am not sure how to explain my stance of support or opposinging	notsure	EN	Male	ON	notsure	right	none	no vote	19-29	sure explain stanc support oppos
4001	putting a price or tax on fossil fuels to reduce carbon emissions doesn't change anything.	oppose	EN	Male	AB	suburban	none	none	progressive	30-39	put price tax fossil fuel reduc carbon emiss chang anyth
4003	i think it’ll help	support	EN	Female	ON	urban	notsure	none	progressive	19-29	think help
4004	There are more effective way to reduce carbon emissions.	oppose	EN	Female	QC	suburban	right	driver	progressive	40-49	effect way reduc carbon emiss
4005	Countries like India, China etc. contribute more to pollution than we do, we must lead so that they will evenyually be convinced to do the same.	support	EN	Male	SK	urban	left	none	no vote	60+	countri like india china etc contribut pollut must lead eventu convinc
4006	POUR MOINS DE CONSOMATION	support	FR	Male	QC	suburban	none	driver	no vote	50-59	less consumpt
4007	We need to support the future of our planet	support	EN	Female	ON	urban	left	none	progressive	60+	need support futur planet
4008	Until I understand the process, my decision can't be made	oppose	EN	Female	AB	urban	none	none	progressive	50-59	understand process decis made
4009	To bring the environment back to normal.  To perserve the existing habitats	support	EN	Male	ON	suburban	none	driver	conservative	30-39	bring environ back normal preserv exist habitat
4010	It might reduce all the engines idling in drive throughs	support	EN	Female	ON	suburban	left	none	progressive	60+	might reduc engin idl drive throw
4011	I believe it will help with the repair of the ozone layer	support	EN	Female	SK	suburban	left	driver	conservative	30-39	believ help repair ozon layer
4012	Taxing carbon is not going to solve what people claim is to be a Climate problem.  We need to get better ways of fueling houses and other problems first to reduce carbon (or/and make it required to pl	oppose	EN	Female	SK	urban	right	none	conservative	30-39	tax carbon go solv peopl claim climat problem need get better way fuel hous problem first reduc carbon mak requir
4013	Carbon pricing is just a tax grab for the government	oppose	EN	Male	BC	urban	notsure	driver	no vote	40-49	carbon price tax grab govern
4016	It’s really a double edged sword. We unfortunately have become so reliant on these and consume so much of these. I would believe more in putting money towards seeing how we can use less of these to he	support	EN	Female	SK	smalltown	notsure	none	conservative	40-49	realli doubl edg sword unfortun becom reliant consum much would believ put money toward see use less
4017	Les taxes sur le combustibles sont encore chargés aux consommateurs.  Par ailleurs, le prix imposé est toujours augmenté, mais jamais ce prix ne resdescent lorsque le prix du baril diminue par exemple	oppose	FR	Female	QC	suburban	none	driver	progressive	19-29	tax fuel still load consum addit price impos still increas price never resid price barrel decreas exampl
4018	To expensive for the middle class folk	oppose	EN	Female	AB	smalltown	left	none	conservative	19-29	anoth middl class folk
4019	Déjà trop de taxes	notsure	FR	Male	QC	urban	none	none	no vote	19-29	alreadi mani tax
4020	It's an extremely important issue that every citizen should be aware of most of the time. If we pay for it, it's in our minds most of the time. There are, of course, other issues related to the enviro	support	EN	Female	AB	urban	left	driver	progressive	50-59	extrem import issu everi citizen awar time pay mind time cours issu relat environ
4021	I am not well informed enough to have an opinion.  I need to do further research.	notsure	EN	Female	QC	urban	left	none	progressive	30-39	well inform enough opinion need research
4022	I cannot afford it!	oppose	EN	Female	AB	ruralremote	none	driver	conservative	40-49	afford
4023	we need to do something in encourage company and people to invest in clean energy, taxing carbon dose that and allows for more tax income so rebates can be giving to green energy	support	EN	Male	BC	suburban	none	driver	conservative	30-39	need someth encourag compani peopl invest clean energi tax carbon dose allow tax incom rebat give green energi
4024	It will not change the amount of use of a product that people depend on to survive, instead it will harm their ability to live their lives as best as they can.	oppose	EN	Female	BC	suburban	notsure	none	progressive	40-49	chang amount use product peopl depend surviv instead harm abil live live best
4025	Climate change is a global issue thus penalizing citizens to make a negligible impact globally accomplishes nothing more than make people feel better.	oppose	EN	Male	ON	urban	right	none	conservative	40-49	climat chang global issu thu penal citizen mak neglig impact global accomplish noth mak peopl feel better
